City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,porto novo,6.4965,2.6036,25.9,86,100,4.72,BJ,1692378060
279,walvis bay,-22.9575,14.5053,17.53,63,0,4.63,NA,1692378060
280,hamilton,39.1834,-84.5333,25.14,54,0,4.12,US,1692377837
281,labytnangi,66.6572,66.4183,16.4,99,100,1.04,RU,1692378061
282,karema,-6.8205,30.4389,25.24,67,6,2.3,TZ,1692378062
283,kenai,60.5544,-151.2583,12.27,90,0,1.54,US,1692378063
284,hancheng,32.5186,112.3522,24.29,93,33,1.44,CN,1692378064
285,chimala,-8.85,34.0167,22.37,41,6,4.29,TZ,1692378065
286,isangel,-19.55,169.2667,19.15,85,5,2.11,VU,1692378066
287,sitka,57.0531,-135.33,13.94,88,100,2.06,US,1692378067
288,bambous,-20.2567,57.4061,21.53,71,10,3.4,MU,1692378067
289,castelli,-25.9468,-60.6195,17.22,84,100,4.87,AR,1692378068
290,enewetak,11.3474,162.3373,28.49,76,67,5.64,MH,1692378069
291,tyup,42.7276,78.3648,14.83,56,32,1.95,KG,1692378070
292,luganville,-15.5333,167.1667,23.99,91,97,4.33,VU,1692378070
293,edeleny,48.3,20.7333,26.62,59,39,2.38,HU,1692378071
294,ballina,-28.8667,153.5667,14.32,54,0,5.16,AU,1692378072
295,vorkuta,67.5,64.0,15.16,97,95,4.8,RU,1692378073
296,kolonia town,6.964,158.206,28.15,72,40,0.91,FM,1692378074
297,vredendal,-31.6683,18.5012,15.01,57,100,2.72,ZA,1692378075
298,porangatu,-13.4408,-49.1486,35.42,20,1,2.64,BR,1692377886
299,matoury,4.8483,-52.3317,32.98,55,20,3.6,GF,1692378076
300,elk city,35.412,-99.4043,28.12,69,0,0.0,US,1692377823
301,corner brook,48.9667,-57.9484,22.09,49,100,3.26,CA,1692377828
302,queenstown,-31.8976,26.8753,9.25,36,11,2.4,ZA,1692378078
303,akureyri,65.6835,-18.0878,15.96,59,20,4.12,IS,1692378079
304,puerto baquerizo moreno,-0.9,-89.6,27.55,65,75,6.69,EC,1692378079
305,sao felix do xingu,-6.6447,-51.995,39.07,19,55,1.41,BR,1692378080
306,limulunga,-15.0969,23.1376,24.54,17,0,2.26,ZM,1692378081
307,tazovsky,67.4667,78.7,8.58,78,0,2.69,RU,1692378082
308,bandar-e lengeh,26.5579,54.8807,34.06,70,20,5.14,IR,1692378082
309,bubaque,11.2833,-15.8333,27.54,81,84,7.31,GW,1692378084
310,rio grande,-32.035,-52.0986,18.06,93,100,0.02,BR,1692378032
311,mawu,29.5923,107.3139,23.51,90,78,1.13,CN,1692378085
312,lengshuitan,26.4111,111.5956,27.33,68,100,0.4,CN,1692378086
313,whitby,54.4877,-0.615,17.81,91,99,1.34,GB,1692377874
314,gadzhiyevo,69.2551,33.3362,11.1,74,99,5.0,RU,1692378087
315,sabha,27.0377,14.4283,37.11,16,0,5.6,LY,1692378088
316,miri,4.4148,114.0089,25.08,94,40,1.03,MY,1692378089
317,tozkhurmato,34.8905,44.6299,40.23,11,51,6.26,IQ,1692378090
318,pacific grove,36.6177,-121.9166,18.45,86,100,2.57,US,1692378092
319,key west,24.5557,-81.7826,32.78,69,100,4.12,US,1692377889
320,remire-montjoly,4.9167,-52.2667,33.02,55,20,3.6,GF,1692378095
321,ankara,39.9199,32.8543,34.51,17,0,4.59,TR,1692378056
322,penzance,50.1186,-5.5371,17.38,93,100,16.91,GB,1692378097
323,port shepstone,-30.7414,30.455,18.15,58,3,3.01,ZA,1692378097
324,paracuru,-3.41,-39.0306,27.28,54,5,7.94,BR,1692378098
325,fort stockton,30.894,-102.8793,36.2,19,0,6.3,US,1692378099
326,talakan,50.3167,130.3667,19.67,98,100,2.5,RU,1692378100
327,hammerfest,70.6634,23.6821,9.25,81,75,5.14,NO,1692378101
328,naze,28.3667,129.4833,24.51,88,68,2.17,JP,1692378102
329,likiep,9.8251,169.3107,28.11,77,62,6.21,MH,1692378103
330,weligama,5.9667,80.4167,26.63,83,100,4.65,LK,1692378104
331,palmas,-10.2128,-48.3603,33.93,29,20,2.57,BR,1692377808
332,crane,31.3974,-102.3501,36.05,19,0,5.14,US,1692378106
333,inarajan village,13.2736,144.7484,28.08,95,98,3.86,GU,1692378107
334,jutai,-5.1833,-68.9,36.66,36,4,1.24,BR,1692378107
335,goundam,16.4145,-3.6708,37.73,28,99,5.95,ML,1692378108
336,alta,69.9689,23.2717,11.59,77,75,4.12,NO,1692378109
337,gewane,10.1664,40.6453,34.96,28,3,3.01,ET,1692378110
338,sambhar,26.9167,75.2,31.35,50,76,3.68,IN,1692378110
339,mugia,43.1041,-9.2179,22.17,96,66,11.28,ES,1692378111
340,ulladulla,-35.35,150.4667,8.1,68,22,3.57,AU,1692378111
341,yamada,39.4667,141.95,24.82,94,78,2.93,JP,1692378112
342,merritt island,28.5392,-80.672,35.12,68,0,3.09,US,1692378048
343,kailua-kona,19.6406,-155.9956,25.98,77,40,2.57,US,1692377720
344,boguchany,58.3814,97.4531,11.65,98,96,2.24,RU,1692378114
345,huilong,31.8111,121.655,27.74,82,55,3.91,CN,1692378115
346,mandideep,23.0817,77.5333,24.49,96,99,4.01,IN,1692378116
347,haflong,25.1833,93.0333,23.88,99,97,1.1,IN,1692378116
348,dwarka,22.2394,68.9678,26.84,80,100,7.94,IN,1692378117
349,shenandoah,30.4013,-91.0009,36.7,48,0,0.89,US,1692378117
350,betio village,1.358,172.9211,27.02,74,97,3.52,KI,1692378118
351,xuddur,4.1213,43.8894,28.49,34,29,5.03,SO,1692378119
352,egilsstadir,65.2653,-14.3948,13.95,72,75,6.69,IS,1692378120
353,ulanhot,46.0833,122.0833,16.43,64,0,1.75,CN,1692378121
354,gisborne,-38.6533,178.0042,5.77,82,6,3.45,NZ,1692377634
355,newport,51.5877,-2.9984,21.91,90,100,6.08,GB,1692378072
356,horta,38.5333,-28.6333,25.8,69,20,5.14,PT,1692378125
357,ola,59.5833,151.2833,11.75,84,88,2.01,RU,1692378126
358,saudarkrokur,65.7461,-19.6394,13.42,77,100,1.46,IS,1692378126
359,belle fourche,44.6714,-103.8522,34.47,22,26,7.72,US,1692378127
360,waat,51.1454,6.4958,30.51,71,0,1.54,DE,1692378128
361,yeppoon,-23.1333,150.7333,18.88,34,47,7.88,AU,1692378129
362,novoagansk,61.9449,76.6625,11.28,53,0,0.99,RU,1692378130
363,kirakira,-10.4544,161.9205,24.93,88,84,3.41,SB,1692378130
364,labrador city,52.9463,-66.9114,17.95,82,100,4.63,CA,1692378007
365,ust'-ilimsk,58.0006,102.6619,12.91,91,100,4.1,RU,1692378132
366,leongatha,-38.4833,145.95,7.76,82,96,3.63,AU,1692378133
367,sao joao dos patos,-6.495,-43.7022,36.33,22,34,3.12,BR,1692378133
368,mascoutah,38.4903,-89.7932,27.26,57,0,0.0,US,1692378049
369,naliya,23.2667,68.8333,27.31,70,98,7.95,IN,1692378134
370,antofagasta,-23.65,-70.4,17.6,62,9,3.92,CL,1692378123
371,haapavesi,64.1333,25.3667,15.39,67,88,1.92,FI,1692378135
372,laguna,38.421,-121.4238,26.16,69,0,5.66,US,1692378137
373,garachico,28.7781,-17.7646,25.06,74,20,6.17,ES,1692378138
374,salekhard,66.53,66.6019,16.51,96,100,2.58,RU,1692378138
375,caleta de carquin,-11.0925,-77.6267,21.3,67,27,4.93,PE,1692378144
376,igrim,63.1906,64.4162,18.42,89,96,2.18,RU,1692378145
377,khilok,51.3674,110.4676,8.7,92,85,2.64,RU,1692378146
378,malango,-2.9627,119.9001,18.66,98,97,0.5,ID,1692378147
379,brazzaville,-4.2658,15.2832,28.17,61,20,4.63,CG,1692378009
380,tetyushi,54.9382,48.8366,24.72,43,22,3.08,RU,1692378148
381,san antonio de pale,-1.4014,5.6325,23.58,87,96,6.49,GQ,1692378149
382,port augusta,-32.5,137.7667,9.01,95,3,1.86,AU,1692378150
383,kapuskasing,49.4169,-82.4331,17.05,55,40,6.69,CA,1692378150
384,belmonte,-15.8631,-38.8828,25.16,61,70,4.25,BR,1692378151
385,tomaszow lubelski,50.4477,23.4162,25.08,57,0,2.17,PL,1692377771
386,atafu village,-8.5421,-172.5159,27.99,81,96,7.41,TK,1692378153
387,buinsk,54.95,48.2833,27.02,36,79,3.43,RU,1692378154
388,kitimat,54.0524,-128.6534,17.17,69,4,0.89,CA,1692378154
389,mil'kovo,55.6078,37.7956,26.08,73,54,3.21,RU,1692378155
390,margate,51.3813,1.3862,22.95,83,99,2.24,GB,1692378156
391,flin flon,54.7682,-101.865,18.91,77,75,3.6,CA,1692378156
392,mont-dore,-22.2833,166.5833,17.78,99,0,2.45,NC,1692378157
393,preobrazheniye,42.9019,133.9064,19.95,95,0,1.27,RU,1692378158
394,stjordalshalsen,63.4681,10.9262,21.0,64,0,1.54,NO,1692378158
395,pandan,14.0453,124.1694,26.92,85,75,2.41,PH,1692378164
396,flying fish cove,-10.4217,105.6791,21.82,94,75,4.12,CX,1692378165
397,whakatane,-37.9585,176.9854,3.21,99,36,2.22,NZ,1692378166
398,viedma,-40.8135,-62.9967,10.33,62,22,9.81,AR,1692377696
399,eastham,41.8301,-69.9739,26.08,82,100,3.13,US,1692378166
400,la'ie,21.6477,-157.9253,25.06,77,7,4.92,US,1692378167
401,byron bay,-28.65,153.6167,14.28,52,0,5.66,AU,1692378167
402,ad dabbah,18.05,30.95,40.72,13,50,2.19,SD,1692378168
403,kisangani,0.5167,25.2,21.74,85,63,0.49,CD,1692378168
404,whangarei,-35.7317,174.3239,7.66,92,100,1.36,NZ,1692378169
405,poso,-1.3959,120.7524,26.3,73,100,2.68,ID,1692378169
406,magadan,59.5667,150.8,11.41,82,76,1.97,RU,1692378133
407,pointe-noire,-4.7761,11.8635,23.04,83,75,4.12,CG,1692377933
408,kroya,-7.6331,109.2461,21.97,89,49,1.9,ID,1692378171
409,puerto leguizamo,-0.1934,-74.7819,33.9,47,73,0.5,CO,1692378171
410,fuyang,32.9,115.8167,24.8,80,55,2.6,CN,1692378172
411,alesund,62.4723,6.1549,22.51,77,0,3.6,NO,1692378172
412,masallatah,32.6167,14.0,27.38,48,0,4.76,LY,1692378173
413,chernyshevskiy,63.0128,112.4714,15.76,69,100,6.37,RU,1692378173
414,nebbi,2.4783,31.0889,22.96,72,47,2.72,UG,1692378174
415,lyantor,61.6195,72.1555,15.62,72,93,3.37,RU,1692378174
416,doue-la-fontaine,47.1937,-0.2749,30.84,32,100,5.18,FR,1692378175
417,holualoa,19.6228,-155.9522,26.04,74,20,3.09,US,1692378176
418,gujba,11.5032,11.9367,29.95,58,84,2.5,NG,1692378176
419,jumilla,38.4792,-1.325,37.04,15,92,4.12,ES,1692378177
420,karatsu,33.4425,129.9697,27.94,53,95,1.91,JP,1692378178
421,aykhal,66.0,111.5,11.22,61,60,8.18,RU,1692378179
422,taoudenni,22.6783,-3.9836,41.72,19,55,3.59,ML,1692378179
423,satuek,15.297,103.2919,30.05,69,93,2.71,TH,1692378180
424,faya-largeau,17.9257,19.1043,39.03,12,58,4.86,TD,1692378180
425,tumayr,25.7039,45.868,37.66,11,31,4.01,SA,1692378181
426,tralee,52.2704,-9.7026,17.14,94,100,8.23,IE,1692378182
427,esuk oron,4.8029,8.2534,25.51,86,96,3.6,NG,1692378183
428,portland,45.5234,-122.6762,22.22,62,20,2.57,US,1692377766
429,tefe,-3.3542,-64.7114,34.06,55,40,2.57,BR,1692378185
430,kayangel,8.0823,134.7173,27.3,81,100,3.97,PW,1692378185
431,inari,68.906,27.0288,15.11,65,70,2.18,FI,1692378186
432,mossel bay,-34.1831,22.146,14.96,83,52,2.26,ZA,1692378187
433,sisimiut,66.9395,-53.6735,7.88,83,63,5.25,GL,1692378187
434,coxcatlan,18.2667,-97.15,26.63,51,93,2.17,MX,1692378188
435,zalesovo,53.9939,84.7431,11.8,70,71,2.18,RU,1692378189
436,nova sintra,14.8667,-24.7167,24.3,81,99,2.81,CV,1692378189
437,rio verde de mato grosso,-18.9181,-54.8442,36.16,18,1,6.32,BR,1692378190
438,santiago de cao,-7.9589,-79.2392,21.3,75,92,5.56,PE,1692378190
439,shahba,32.8551,36.629,28.69,44,0,4.14,SY,1692378196
440,lihue,21.9789,-159.3672,26.77,78,75,4.12,US,1692378197
441,vorgashor,67.5833,63.95,14.87,97,95,4.42,RU,1692378198
442,richmond,37.5538,-77.4603,31.24,50,40,4.63,US,1692378103
443,mirabad,30.4362,61.8383,33.38,9,0,5.98,AF,1692378199
444,gizo,-8.103,156.8419,26.28,83,95,4.98,SB,1692378200
445,recreo,-29.2818,-65.061,21.15,38,30,1.9,AR,1692378200
446,la passe,45.5549,-0.8967,34.13,68,100,2.89,FR,1692378201
447,andergrove,-21.0833,149.1833,19.6,55,25,4.95,AU,1692378202
448,vilyuysk,63.7553,121.6247,15.86,74,82,5.13,RU,1692378203
449,taltal,-25.4,-70.4833,20.72,56,9,1.75,CL,1692378204
450,rebrikha,53.0733,82.3408,15.76,60,100,2.16,RU,1692378205
451,pandhana,21.7,76.2167,22.9,92,100,3.78,IN,1692378205
452,fortaleza,-3.7227,-38.5247,30.07,54,0,7.72,BR,1692378206
453,waupaca,44.358,-89.086,23.25,51,0,3.09,US,1692377965
454,sirte,31.2089,16.5887,27.78,61,0,5.27,LY,1692378208
455,tabou,4.423,-7.3528,23.93,91,100,5.52,CI,1692378208
456,karak city,31.1637,35.762,29.7,39,0,2.87,JO,1692378209
457,goronyo,13.4423,5.6763,35.59,37,19,3.47,NG,1692378210
458,marsh harbour,26.5412,-77.0636,29.71,70,14,4.33,BS,1692378210
459,pervomaysk,48.0443,30.8507,26.88,35,0,3.35,UA,1692378211
460,antonio enes,-16.2325,39.9086,23.17,77,49,4.67,MZ,1692378212
461,cabugao,17.7931,120.4578,26.42,88,98,2.3,PH,1692378213
462,patong,7.8961,98.2966,30.01,73,17,5.94,TH,1692378214
463,bojnurd,37.4747,57.329,28.97,18,40,11.83,IR,1692378214
464,turpan,42.9333,89.1667,33.55,14,19,2.16,CN,1692378215
465,chardara,41.2547,67.9692,26.8,26,0,4.96,KZ,1692378215
466,linden,6.0,-58.3,35.1,46,67,1.1,GY,1692378221
467,al bawiti,28.3492,28.8659,31.89,25,8,3.46,EG,1692378222
468,nikolayevsk-on-amure,53.1406,140.73,13.99,98,46,1.65,RU,1692378222
469,knyaze-volkonskoye,48.4642,135.4567,21.19,90,9,3.12,RU,1692378223
470,abepura,-2.6333,140.5833,24.45,88,20,0.0,ID,1692378223
471,saipan,15.1355,145.701,27.58,100,20,2.57,MP,1692378224
472,kenora,49.8167,-94.4337,21.54,52,40,6.69,CA,1692378225
473,timimoun,29.2639,0.231,43.21,10,0,1.54,DZ,1692378226
474,happy valley-goose bay,53.3168,-60.3315,24.17,60,75,3.09,CA,1692378226
475,papao,-17.75,-149.55,21.48,72,18,11.29,PF,1692378227
476,muravlenko,63.7898,74.523,12.03,77,3,1.03,RU,1692378116
477,santa cruz,-17.8,-63.1667,31.03,55,40,10.29,BO,1692378228
478,armacao de buzios,-22.7469,-41.8817,30.09,62,0,6.38,BR,1692378229
479,kuanda,56.3161,116.0806,9.83,95,100,0.71,RU,1692378230
480,codrington,-38.2667,141.9667,12.05,81,99,7.8,AU,1692378230
481,east moriches,40.8051,-72.7609,28.07,57,0,5.14,US,1692378230
482,ancud,-41.8697,-73.8203,8.59,65,35,5.99,CL,1692378058
483,ceeldheer,3.8488,47.1806,25.08,83,85,9.4,SO,1692378232
484,igarka,67.4667,86.5833,12.64,79,100,2.51,RU,1692378232
485,tocopilla,-22.092,-70.1979,20.7,61,10,1.73,CL,1692378233
486,ocana,8.2377,-73.356,26.63,58,100,1.31,CO,1692378233
487,strezhevoy,60.7333,77.5889,10.59,52,0,1.58,RU,1692378234
488,broome,42.2506,-75.833,23.17,65,75,6.17,US,1692378234
489,city of balikpapan,-1.242,116.8942,27.97,83,75,4.12,ID,1692378235
490,benemerito de las americas,16.5167,-90.6439,30.41,63,96,1.6,MX,1692378236
491,kamina,-8.7386,24.9906,25.83,20,7,2.81,CD,1692378236
492,masterton,-40.9597,175.6575,7.16,97,75,1.62,NZ,1692378236
493,ban phai,16.06,102.731,30.12,73,42,2.79,TH,1692378237
494,camana,-16.6228,-72.7111,19.84,70,56,5.89,PE,1692378237
495,karratha,-20.7377,116.8463,20.57,32,0,4.84,AU,1692378238
496,polyarnyy,69.1989,33.4478,11.38,73,99,4.76,RU,1692378238
497,batala,31.8186,75.2028,30.88,65,2,2.89,IN,1692378239
498,matsubase,32.65,130.6667,26.21,86,100,1.36,JP,1692378239
499,medicine hat,50.0501,-110.6683,21.24,49,75,4.12,CA,1692377683
500,callao,-12.0667,-77.15,23.18,64,100,5.14,PE,1692378240
501,monywa,22.1167,95.1333,28.74,74,91,3.47,MM,1692378241
502,katabu,-4.9333,122.5167,23.14,79,23,2.21,ID,1692378243
503,glodeni,47.7708,27.5144,29.33,23,3,3.35,MD,1692378243
504,concepcion del bermejo,-26.5993,-60.9462,18.18,69,100,5.54,AR,1692378244
505,jorpeland,59.0225,6.0408,21.17,76,86,0.63,NO,1692378245
506,koubia,11.5833,-11.9,21.34,95,100,1.29,GN,1692378246
507,surab,28.4914,66.2585,25.69,10,0,2.45,PK,1692378247
508,er regueb,34.8593,9.7865,34.94,20,3,7.72,TN,1692378247
509,abu dhabi,24.4667,54.3667,36.08,56,0,4.12,AE,1692378052
510,auki,-8.7676,160.7034,24.24,90,94,1.64,SB,1692378249
511,labuan,5.2767,115.2417,25.2,94,20,0.0,MY,1692378249
512,novodvinsk,64.4165,40.8122,10.09,79,4,2.89,RU,1692378250
513,antigo,45.1402,-89.1523,22.65,43,0,3.09,US,1692378251
514,fuglafjordur,62.244,-6.814,13.26,91,7,6.52,FO,1692378251
515,scottburgh,-30.2867,30.7532,17.04,62,21,2.66,ZA,1692378252
516,kiknur,57.3034,47.2011,19.97,88,53,3.92,RU,1692378253
517,kindu,-2.95,25.95,28.61,51,68,1.84,CD,1692378253
518,tarawa,1.419,172.984,27.05,89,75,2.06,KI,1692378254
519,tokar,18.4254,37.729,33.44,51,44,6.73,SD,1692378255
520,azazga,36.7447,4.3722,34.64,18,0,2.94,DZ,1692378255
521,basco,20.4487,121.9702,28.71,75,96,4.18,PH,1692378256
522,delta,5.5,6.0,25.31,89,100,2.16,NG,1692378256
523,nueve de julio,-35.4444,-60.8831,14.98,40,18,8.05,AR,1692378257
524,santa maria,-29.6842,-53.8069,16.61,94,75,2.06,BR,1692378257
525,murmashi,68.8154,32.8115,13.23,81,0,1.0,RU,1692378258
526,sadovoye,47.7764,44.5089,30.14,26,31,1.8,RU,1692378258
527,palmer,42.1584,-72.3287,26.84,80,75,2.57,US,1692377927
528,shrigonda,18.6167,74.6833,24.09,74,100,7.44,IN,1692378259
529,grand gaube,-20.0064,57.6608,22.22,74,4,0.45,MU,1692378260
530,galveston,29.3669,-94.9669,36.72,58,0,3.09,US,1692378260
531,filingue,14.3521,3.3168,36.22,34,36,1.62,NE,1692378261
532,port alberni,49.2413,-124.8028,19.96,53,12,1.34,CA,1692378139
533,alindao,5.0267,21.2088,23.57,94,95,1.57,CF,1692378262
534,krasnyy chikoy,50.3643,108.7512,9.5,92,34,0.69,RU,1692378263
535,lethbridge,49.7,-112.8186,18.45,55,20,2.57,CA,1692378010
536,canton,23.1167,113.25,29.93,68,98,1.69,CN,1692377528
537,valparaiso,-33.0393,-71.6273,18.13,79,0,3.6,CL,1692378265
538,santa elena de uairen,4.6167,-61.1333,26.39,67,73,2.88,VE,1692378265
539,acarau,-2.8856,-40.12,30.77,55,2,9.39,BR,1692378109
540,mokhsogollokh,61.4681,128.9203,14.21,92,67,2.33,RU,1692378267
541,barreirinhas,-2.7469,-42.8264,32.94,44,5,5.67,BR,1692378268
542,yerofey pavlovich,53.9667,121.9667,8.15,92,11,0.75,RU,1692378269
543,nadi,-17.8,177.4167,22.0,88,20,1.54,FJ,1692378270
544,wuxi,31.5689,120.2886,27.19,88,4,3.76,CN,1692378271
545,nova vicosa,-17.8919,-39.3719,25.3,62,70,5.55,BR,1692378271
546,freetown,8.484,-13.2299,26.84,89,75,6.17,SL,1692378272
547,gubkinskiy,64.434,76.5026,11.52,52,0,1.23,RU,1692378273
548,thinadhoo,0.5333,72.9333,28.6,71,94,6.2,MV,1692378274
549,bahia honda,22.9036,-83.1592,31.97,56,21,3.85,CU,1692378274
550,berezovyy,51.6667,135.7,18.52,95,94,0.63,RU,1692378275
551,san jose de feliciano,-30.3845,-58.7517,19.24,62,100,6.23,AR,1692378276
552,mukalla,14.5425,49.1242,32.26,55,21,1.7,YE,1692378277
553,gonabad,34.3529,58.6837,30.04,14,0,1.03,IR,1692378278
554,fort bragg,35.139,-79.006,32.75,47,20,3.09,US,1692378156
555,nahiyat al fuhud,30.9697,46.7228,40.99,18,52,1.94,IQ,1692378279
556,molochnoye,59.2917,39.6787,16.03,74,65,5.04,RU,1692378279
557,farra di soligo,45.9053,12.1244,30.12,63,79,0.54,IT,1692378280
